YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (W/m^2),ETRN (W/m^2),Glo Mod (W/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (W/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod  (W/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (W/m^2),Meas Glo Flg,Meas Dir (W/m^2),Meas Dir Flg,Meas Dif (W/m^2),Meas Dif Flg,TotCC (10ths),Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
1993-01-01,1:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.8,1,0.140,1
1993-01-01,2:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.8,1,0.140,1
1993-01-01,3:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.8,1,0.140,1
1993-01-01,4:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.8,1,0.140,1
1993-01-01,5:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.8,1,0.140,1
1993-01-01,6:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.8,1,0.140,1
1993-01-01,7:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.8,1,0.140,1
1993-01-01,8:00,89.6,123.8,1,177,0,10,1,0,16,1,0,10,1,-9900,99,-9900,99,-9900,99,10,0.8,1,0.077,1
1993-01-01,9:00,85.2,130.0,118,1415,16,10,1,0,16,1,16,10,1,-9900,99,-9900,99,-9900,99,10,0.8,1,0.077,1
1993-01-01,10:00,78.0,141.9,293,1415,44,10,1,0,16,1,44,10,1,-9900,99,-9900,99,-9900,99,10,0.8,1,0.077,1
1993-01-01,11:00,72.6,155.0,424,1415,70,10,1,0,16,1,70,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,12:00,69.4,169.1,499,1415,87,10,1,0,16,1,87,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,13:00,68.7,183.9,514,1415,107,10,1,0,16,1,107,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,14:00,70.7,198.4,467,1415,80,10,1,0,16,1,80,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,15:00,75.2,212.1,362,1415,57,10,1,0,16,1,57,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,16:00,81.6,224.5,206,1415,33,10,1,0,16,1,33,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,17:00,87.7,233.6,34,837,5,10,1,0,16,1,5,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,18:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,19:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,20:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,21:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,22:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-01,23:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,3,0.9,1,0.077,1
1993-01-01,24:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-02,1:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-02,2:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-02,3:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-02,4:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,9,1.0,1,0.077,1
1993-01-02,5:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-02,6:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-02,7:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.077,1
1993-01-02,8:00,89.6,123.7,1,177,0,10,1,0,16,1,0,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,9:00,85.2,129.9,118,1415,22,10,1,0,16,1,22,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,10:00,78.0,141.7,294,1415,47,10,1,0,16,1,47,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,11:00,72.5,154.8,425,1415,76,10,1,0,16,1,76,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,12:00,69.3,169.0,501,1415,95,10,1,0,16,1,95,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,13:00,68.6,183.8,516,1415,99,10,1,0,16,1,99,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,14:00,70.6,198.3,470,1415,87,10,1,0,16,1,87,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,15:00,75.1,212.0,365,1415,62,10,1,0,16,1,62,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,16:00,81.5,224.5,209,1415,29,10,1,0,16,1,29,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,17:00,87.6,233.6,36,861,5,10,1,0,16,1,5,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,18:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,19:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,20:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,21:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,22:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,23:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-02,24:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-03,1:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-03,2:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-03,3:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-03,4:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-03,5:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-03,6:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-03,7:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.125,1
1993-01-03,8:00,89.6,123.5,1,177,0,10,1,0,16,1,0,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,9:00,85.2,129.7,119,1415,18,10,1,0,16,1,18,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,10:00,78.0,141.6,295,1415,54,10,1,0,16,1,54,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,11:00,72.5,154.7,426,1415,150,10,1,86,16,1,124,10,1,-9900,99,-9900,99,-9900,99,8,0.9,1,0.069,1
1993-01-03,12:00,69.2,168.9,502,1415,106,10,1,0,16,1,106,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,13:00,68.5,183.7,518,1415,110,10,1,0,16,1,110,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,14:00,70.5,198.2,472,1415,98,10,1,0,16,1,98,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,15:00,74.9,211.9,368,1415,72,10,1,0,16,1,72,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,16:00,81.3,224.4,213,1415,36,10,1,0,16,1,36,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,17:00,87.5,233.7,38,884,6,10,1,0,16,1,6,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,18:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,19:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,5,0.9,1,0.069,1
1993-01-03,20:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,21:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-03,22:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,6,0.9,1,0.069,1
1993-01-03,23:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,8,0.9,1,0.069,1
1993-01-03,24:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,7,0.9,1,0.069,1
1993-01-04,1:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-04,2:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-04,3:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-04,4:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-04,5:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-04,6:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-04,7:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.069,1
1993-01-04,8:00,89.6,123.4,1,177,0,10,1,0,16,1,0,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,9:00,85.2,129.6,119,1415,26,10,1,9,16,1,25,10,1,-9900,99,-9900,99,-9900,99,9,0.9,1,0.085,1
1993-01-04,10:00,77.9,141.4,296,1415,114,10,1,67,16,1,101,10,1,-9900,99,-9900,99,-9900,99,9,0.9,1,0.085,1
1993-01-04,11:00,72.4,154.5,428,1415,167,10,1,170,16,1,116,10,1,-9900,99,-9900,99,-9900,99,7,0.9,1,0.085,1
1993-01-04,12:00,69.1,168.8,505,1415,103,10,1,0,16,1,103,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,13:00,68.4,183.6,521,1415,107,10,1,0,16,1,107,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,14:00,70.4,198.2,475,1415,95,10,1,0,16,1,95,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,15:00,74.8,211.9,371,1415,69,10,1,0,16,1,69,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,16:00,81.2,224.4,216,1415,51,10,1,63,16,1,41,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,17:00,87.5,233.8,40,908,9,10,1,7,16,1,8,10,1,-9900,99,-9900,99,-9900,99,9,0.9,1,0.085,1
1993-01-04,18:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,19:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,20:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,21:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,22:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,23:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-04,24:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-05,1:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-05,2:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-05,3:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-05,4:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-05,5:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-05,6:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-05,7:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.085,1
1993-01-05,8:00,89.5,123.2,1,177,0,10,1,0,16,1,0,10,1,-9900,99,-9900,99,-9900,99,10,0.9,1,0.196,1
1993-01-05,9:00,85.1,129.4,120,1415,24,10,1,0,16,1,24,10,1,-9900,99,-9900,99,-9900,99,10,0.8,1,0.196,1
1993-01-05,10:00,77.9,141.3,297,1415,83,10,1,65,16,1,69,10,1,-9900,99,-9900,99,-9900,99,7,0.8,1,0.196,1
1993-01-05,11:00,72.3,154.4,429,1415,191,10,1,180,16,1,136,10,1,-9900,99,-9900,99,-9900,99,8,0.8,1,0.196,1
1993-01-05,12:00,69.0,168.6,507,1415,197,10,1,171,16,1,136,10,1,-9900,99,-9900,99,-9900,99,7,0.8,1,0.196,1
1993-01-05,13:00,68.3,183.4,524,1415,116,10,1,31,16,1,104,10,1,-9900,99,-9900,99,-9900,99,9,0.8,1,0.196,1
1993-01-05,14:00,70.2,198.1,478,1415,231,10,1,305,16,1,128,10,1,-9900,99,-9900,99,-9900,99,4,0.8,1,0.196,1
1993-01-05,15:00,74.6,211.8,375,1415,188,10,1,383,16,1,86,10,1,-9900,99,-9900,99,-9900,99,1,0.8,1,0.196,1
1993-01-05,16:00,81.1,224.4,220,1415,86,10,1,198,16,1,55,10,1,-9900,99,-9900,99,-9900,99,1,0.7,1,0.196,1
1993-01-05,17:00,87.4,233.9,42,931,10,10,1,15,16,1,9,10,1,-9900,99,-9900,99,-9900,99,0,0.7,1,0.196,1
1993-01-05,18:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.7,1,0.196,1
1993-01-05,19:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.7,1,0.196,1
1993-01-05,20:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.7,1,0.196,1
1993-01-05,21:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.7,1,0.196,1
1993-01-05,22:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.7,1,0.196,1
1993-01-05,23:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.196,1
1993-01-05,24:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.196,1
1993-01-06,1:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.196,1
1993-01-06,2:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.196,1
1993-01-06,3:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.196,1
1993-01-06,4:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.196,1
1993-01-06,5:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.196,1
1993-01-06,6:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.196,1
1993-01-06,7:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.196,1
1993-01-06,8:00,89.5,123.1,1,177,0,10,1,20,16,1,0,10,1,-9900,99,-9900,99,-9900,99,1,0.6,1,0.059,1
1993-01-06,9:00,85.1,129.3,121,1415,53,10,1,345,16,1,23,10,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.059,1
1993-01-06,10:00,77.8,141.1,298,1415,174,10,1,630,16,1,41,10,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.059,1
1993-01-06,11:00,72.3,154.3,431,1415,281,10,1,753,16,1,52,10,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.059,1
1993-01-06,12:00,68.9,168.5,509,1415,348,10,1,805,16,1,58,10,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.059,1
1993-01-06,13:00,68.2,183.3,526,1415,363,10,1,816,16,1,60,10,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.059,1
1993-01-06,14:00,70.1,198.0,482,1415,324,10,1,789,16,1,56,10,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.059,1
1993-01-06,15:00,74.5,211.8,378,1415,237,10,1,710,16,1,47,10,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.059,1
1993-01-06,16:00,80.9,224.3,224,1415,119,10,1,532,16,1,35,10,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.059,1
1993-01-06,17:00,87.3,233.9,45,955,16,10,1,153,16,1,9,10,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.059,1
1993-01-06,18:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.059,1
1993-01-06,19:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,0.6,1,0.059,1
1993-01-06,20:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,3,0.6,1,0.059,1
1993-01-06,21:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,2,0.6,1,0.059,1
1993-01-06,22:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,3,0.6,1,0.059,1
1993-01-06,23:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,2,0.6,1,0.059,1
1993-01-06,24:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,3,0.6,1,0.059,1
1993-01-07,1:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,9,0.6,1,0.059,1
1993-01-07,2:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,0.6,1,0.059,1
