YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (W/m^2),ETRN (W/m^2),Glo Mod (W/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (W/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod  (W/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (W/m^2),Meas Glo Flg,Meas Dir (W/m^2),Meas Dir Flg,Meas Dif (W/m^2),Meas Dif Flg,TotCC (10ths),Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
2003-01-01,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.6,3,0.079,1
2003-01-01,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.6,3,0.079,1
2003-01-01,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.7,3,0.079,1
2003-01-01,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.7,3,0.079,1
2003-01-01,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.8,3,0.079,1
2003-01-01,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.8,3,0.079,1
2003-01-01,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1.9,3,0.079,1
2003-01-01,8:00,89.6,123.9,1,177,0,8,2,0,15,2,0,8,2,-9900,99,-9900,99,-9900,99,10,1.9,3,0.079,1
2003-01-01,9:00,85.2,130.1,118,1415,9,8,2,0,15,2,9,8,2,-9900,99,-9900,99,-9900,99,10,2.0,3,0.079,1
2003-01-01,10:00,78.1,141.9,293,1415,35,8,2,0,15,2,35,8,2,-9900,99,-9900,99,-9900,99,10,2.1,3,0.079,1
2003-01-01,11:00,72.6,155.0,423,1415,47,8,2,0,15,2,47,8,2,-9900,99,-9900,99,-9900,99,10,2.2,3,0.079,1
2003-01-01,12:00,69.4,169.2,498,1415,52,8,2,0,15,2,52,8,2,-9900,99,-9900,99,-9900,99,10,2.3,3,0.079,1
2003-01-01,13:00,68.7,183.9,513,1415,56,8,2,0,15,2,56,8,2,-9900,99,-9900,99,-9900,99,10,2.4,3,0.079,1
2003-01-01,14:00,70.8,198.5,466,1415,49,8,2,0,15,2,49,8,2,-9900,99,-9900,99,-9900,99,10,2.4,3,0.079,1
2003-01-01,15:00,75.2,212.1,361,1415,42,8,2,0,15,2,42,8,2,-9900,99,-9900,99,-9900,99,10,2.4,3,0.079,1
2003-01-01,16:00,81.7,224.5,205,1415,97,8,2,62,15,2,88,8,2,-9900,99,-9900,99,-9900,99,10,2.3,3,0.079,1
2003-01-01,17:00,87.7,233.6,33,837,2,8,2,15,15,2,2,8,2,-9900,99,-9900,99,-9900,99,10,2.4,3,0.079,1
2003-01-01,18:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.4,3,0.079,1
2003-01-01,19:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.4,3,0.079,1
2003-01-01,20:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.5,3,0.079,1
2003-01-01,21:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.5,3,0.079,1
2003-01-01,22:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.6,3,0.079,1
2003-01-01,23:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.6,3,0.079,1
2003-01-01,24:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.6,3,0.079,1
2003-01-02,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.6,3,0.079,1
2003-01-02,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,2.5,3,0.079,1
2003-01-02,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.3,3,0.079,1
2003-01-02,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.1,3,0.079,1
2003-01-02,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.2,3,0.079,1
2003-01-02,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.2,3,0.079,1
2003-01-02,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,2.3,3,0.079,1
2003-01-02,8:00,89.6,123.7,1,177,0,8,2,0,15,2,0,8,2,-9900,99,-9900,99,-9900,99,9,2.3,3,0.079,1
2003-01-02,9:00,85.2,129.9,118,1415,30,8,2,66,15,2,25,8,2,-9900,99,-9900,99,-9900,99,8,2.3,3,0.079,1
